bookID,average_rating,ratings_count
10617,4.11,58529
10618,3.85,19917
10619,3.69,79457
10620,4.14,122
10622,3.95,2663
10624,3.92,262
10626,4.13,2229
10627,3.95,144
10628,3.99,119820
10629,3.76,168523
10631,4.14,13083
10638,4.1,5892
10639,3.84,23734
10654,3.82,1367
10655,3.85,219
10656,3.67,1271
10658,3.74,2066
10662,4.12,1254
10663,3.92,92
10666,4.12,10
10669,4.18,18866
10670,4.18,213
10682,3.89,57
10686,3.84,57
10687,4.06,640
10689,3.99,20
10691,3.78,42
10692,3.78,200734
10698,3.72,381
10701,4.16,45
10711,3.8,2896
10712,3.68,1184
10714,3.36,2548
10718,3.52,5983
10732,3.94,58
10739,3.69,20796
10750,3.53,2747
10751,3.53,44
10756,3.93,1085
10757,3.89,1621
10760,4,5
10765,3.55,11116
10767,3.95,149
10768,3.56,2974
10770,3.94,45
10772,3.91,327
10775,3.73,14366
10776,3.56,6930
10778,3.34,5269
10780,4.17,463
10783,3.71,604
10785,3.94,403
10787,4.17,268
10789,4.03,190
10792,3.81,138
10796,3.8,274
10797,3.8,164
10799,3.8,210197
10801,4.15,5910
10802,4.07,2870
10804,4.22,581
10805,4.08,2480
10806,4.09,1503
10808,4.19,83
10810,4.12,678
10814,4.3,4996
10826,4.16,4
10832,4.16,193
10836,4.12,14933
10846,3.53,841
10847,3.99,126672
10848,3.97,1268
10851,4.15,130
10853,4.15,1625
10863,3.98,136
10866,4.23,93
10867,3.78,13037
10871,3.68,5043
10873,3.42,29566
10876,4.1,84
10877,3.77,5860
10878,4.08,10747
10879,3.95,1017
10880,4.14,2898
10882,3.99,31796
10883,3.99,94903
10884,4.1,99410
10887,3.94,2317
10890,4.16,38829
10894,3.94,642
10895,3.72,772
10897,3.67,1851
10906,3.69,90
10907,4.19,20635
10908,3.6,38397
10909,3.49,106201
10910,3.57,40649
10912,3.54,45142
10914,3.2,26836
10915,3.81,65364
10916,4.01,237587
10917,4.07,950402
10920,3.85,201921
10921,4.41,656
10929,4.1,110140
10932,3.97,169
10939,4.21,0
10943,3.78,23
10951,3.9,1605
10956,3.84,186851
10959,3.91,124543
10962,3.89,79
10964,4.22,627194
10965,4.44,100326
10966,3.46,119
10967,4.27,120981
10968,3.89,5
10969,4.32,1018
10970,3.9,48
10971,3.88,23
10972,3.87,77
10973,3.87,91
10974,3.72,984
10976,4.45,189
10979,3.94,46181
10980,4.47,88
10981,4.49,326
10982,4.09,1001
10983,4.54,72
10984,3.86,1433
10985,4.11,1211
10987,4.39,188662
10988,4.35,140945
10989,4.07,11191
10990,3.69,31557
10992,4.22,2319
10993,3.92,530
10996,3.88,177
11000,4.3,1051
11002,4.02,8287
11003,4.16,89961
11005,4.04,39
11006,4.16,18
11012,3.85,85800
11013,3.67,9596
11016,4.11,7916
11019,4.11,1448
11021,4.1,127
11022,3.74,3143
11026,3.81,7819
11027,4.16,180
11031,3.8,12696
11033,3.67,3852
11036,3.77,7050
11037,4.17,1777
11038,3.95,7535
11043,3.8,1774
11044,4.17,1373
11045,3.98,4537
11047,4.24,141
11048,3.86,431
11062,4.06,0
11063,4.04,8
11069,4.15,0
11070,4.11,17
11071,4.18,329
11075,3.6,25
11076,3.66,201
11077,3.87,18795
11089,4.4,4122
11095,4.03,4752
11101,3.81,1042
11106,3.55,179
11119,3.56,57
11121,3.56,170
11127,4.26,425445
11129,4.26,3605
11130,4.26,198
11134,4.26,1446
11136,4.26,1099
11137,4.32,7316
11138,4.32,233819
11144,4.32,644
11146,4.32,136
11149,4.22,116735
11154,4.22,90
11157,3.69,198
11159,4.01,27
11161,4.13,915
11162,3.9,1416
11166,3.87,11790
11167,3.93,486
11168,3.84,6778
11174,4.13,922
11176,3.55,15
11178,3.55,53
11184,3.82,223
11197,4.04,472
11204,3.98,711
11206,4.14,44546
11208,3.63,17234
11218,3.7,7
11220,4.19,3859
11222,4.17,21
11224,4.19,2364
11226,4.19,62
11229,3.92,12428
11230,3.88,4502
11231,4.1,176
11234,3.94,1353
11235,3.62,1754
11236,3.84,964
11240,3.76,575
11244,4.23,1023
11245,4.07,2045
11247,4.19,1092
11251,4.2,1441
11253,3.73,3511
11257,3.42,12
11262,4.34,1047
11263,3.4,297
11269,3.43,305
11271,3.96,37
11273,4.17,736
11275,4.17,155967
11277,3.44,2462
11278,3.69,1067
11279,4.02,15327
11285,3.69,1
11286,3.9,15056
11289,4.17,34995
11290,3.71,5610
11292,3.73,871
11295,3.67,56
11296,3.82,1406
11297,4.03,227040
11298,3.95,64823
11300,4.03,515
11301,4.16,35251
11308,3.96,1700
11311,3.75,4008
11313,4.15,27396
11316,4.01,74
11317,4.22,28
11318,4.05,9438
11320,4.25,4360
11323,4.63,21
11324,3.77,10761
11326,3.73,7095
11333,3.81,617
11334,4.04,69036
11337,4.01,121960
11339,4.4,12284
11340,3.8,389
11341,3.8,1234
11345,3.8,14
11346,3.9,43673
11347,3.9,3140
11348,4.09,781
11349,3.9,428
11350,3.9,2
11352,3.9,636
11355,3.92,11
11359,3.92,15105
11364,4.29,12
11366,4.18,40624
11368,4.18,34
11371,3.76,8218
11372,3.66,238
11373,3.76,283
11374,4.08,412
11376,3.76,20904
11377,3.88,57
11378,3.99,3704
11380,4.1,300
11383,4.1,8
11389,3.81,5741
11390,3.95,819
11399,4.2,3
11406,3.95,26
11413,3.91,39387
11422,4.49,176881
11426,4.41,8090
11427,4.44,8624
11428,4.43,7928
11429,4.32,10520
11430,4.44,12798
11431,4.48,689
11432,4.5,12171
11433,4.37,24407
11434,4.41,9530
11436,4.46,12187
11437,4.42,17969
11438,4.18,34613
11441,4.11,4314
11446,4.27,9697
11449,4.29,21140
11453,4.11,1063
11458,3.78,0
11463,4.08,2329
11464,3.82,7763
11466,3.98,22157
11468,4.11,1204
11472,4.25,23498
11473,4.38,838
11478,4.03,129
11481,3.81,167
11482,4.08,13
11486,4.19,425928
11492,3.47,802
11494,3.86,6760
11499,4.15,10953
11502,4.15,6071
11503,4.08,2168
11507,4.2,31846
11511,3.9,57
11512,4.02,33
11514,4.22,19
11516,3.56,0
11518,3.32,3
11519,3.71,5
11520,4.16,3
11522,3.9,8
11523,3.9,77
11524,3.84,4
11525,3.85,35589
11532,3.89,1361
11535,3.79,1070
11538,4.02,5
11541,4.28,140
11547,4.22,535
11548,3.9,8960
11549,3.93,4674
11550,3.9,3048
11551,4.05,8478
11552,3.87,2242
11553,4.35,17365
11555,3.93,4335
11556,3.87,5715
11557,4.28,44348
11558,3.9,95
11559,3.57,1554
11560,3.57,3671
11563,3.63,20474
11565,4.45,270
11566,4.44,197440
11567,3.95,1857
11570,3.62,130976
11571,3.91,229
11573,3.92,145883
11574,4.26,27417
11577,3.5,98
11580,4.07,33816
11584,4.33,1072
11588,4.21,911271
11590,4.01,266312
11594,4.22,167
11596,4.09,1277
11597,3.76,105027
11598,3.7,2575
11599,4.29,489
11601,3.49,58
11602,3.82,71168
11604,3.58,1962
11605,3.63,11151
11606,4.11,1064
11607,3.86,79294
11608,3.99,581
11611,4.33,1438
11613,4.34,55
11616,3.86,50
11617,4.3,301
11619,4.25,462
11621,4.16,73
11623,4.31,13647
11625,4.28,3412
11627,4.19,8808
11630,3.91,1488
11635,3.65,442
11636,4.22,111
11643,3.73,161
11648,3.58,789
11650,3.92,44929
11653,3.8,4759
11654,3.85,6712
11655,3.9,3092
11656,4.26,1492
11657,3.17,3405
11663,3.97,803
11664,3.44,1943
11665,3.58,12
11666,3.97,13038
11668,4.01,88
11669,3.68,126
11670,3.76,912
11672,3.69,457
11684,3.83,437
11686,4.27,12040
11690,3.78,11391
11691,3.57,30085
11692,3.91,6109
11693,3.45,6669
11694,3.55,4422
11695,3.55,7
11698,3.84,362
11701,4.3,2863
11702,4.15,5013
11704,4.21,41
11705,4.21,359
11707,4.21,577
11711,3.59,23912
11715,3.86,25
11718,3.89,369
11723,3.65,7
11728,3.47,3141
11729,4.06,29
11734,3.87,24534
11741,3.82,33029
11751,3.77,1573
11752,4.03,2145
11758,4.08,23
11761,3.92,21099
11762,3.86,55787
11763,3.99,1
11764,3.64,2099
11765,3.43,3542
11766,3.4,288
11767,3.24,6943
11768,3.9,49863
11769,3.9,211
11770,3.9,64
11771,3.9,277
11772,3.9,17
11777,3.23,2599
11779,3.71,2591
11780,3.75,2084
11781,3.79,873
11782,3.54,3425
11783,3.56,54
11784,3.46,1154
11785,3.34,5722
11796,3.85,122
11797,3.85,48
11798,3.85,57
11801,3.86,396
11809,3.8,50
11824,3.56,19910
11831,3.96,15659
11837,4.01,373
11838,4.11,320
11843,3.99,515
11854,1,2
11861,4.17,0
11862,4.24,294
11873,3.97,82
11876,3.7,551
11878,4.04,378
11880,3.83,0
11886,3.66,7
11890,3.76,5971
11891,4.27,163
11896,4.01,61
11899,3.93,107519
11900,3.81,1701
11901,4.11,85855
11903,4.31,8471
11907,3.52,1432
11908,3.85,14372
11910,3.75,2643
11912,4.19,96
11915,4.19,25512
11916,4.2,494
11917,3.88,6043
11918,4.05,77935
11919,4.09,21181
11920,4.07,756
11921,4.13,757
11922,4.15,36843
11926,3.52,2340
11932,4.12,698
11933,4.02,2968
11934,4.23,497
11937,4.1,10
11938,3.89,1979
11949,4.36,106
11963,3.75,241
11970,3.75,880
11972,3.53,17
11978,3.47,16
11980,3.96,1897
11988,4.34,813
11990,4.14,8830
11991,4.05,50175
11993,4.16,130
11994,3.97,1411
11995,4.2,2356
11996,4,361
11999,3.84,3
12000,4.36,414
12001,4.12,246
12005,3.84,245
12006,3.51,5080
12007,4.19,30779
12009,4.01,14737
12012,4.27,2317
12013,4.2,18938
12014,3.89,9553
12016,4.2,16393
12017,3.92,10338
12018,4.2,24
12019,3.89,57
12022,3.17,72
12024,3.59,2392
12034,3.82,29
12036,3.66,1812
12043,3.4,33
12045,3.74,12
12047,3.3,117
12048,4.18,259
12049,4.03,1060
12050,3.98,304
12052,4.42,127
12053,3.91,898
12055,3.68,173
12059,3.32,17
12066,3.84,1472
12067,4.25,373135
12069,3.75,277
12070,4.25,4204
12071,4.25,96
12073,4.23,10629
12074,3.75,2215
12075,4.06,12924
12076,4.23,223
12077,4.16,69
12078,4.01,846
12079,4.35,3498
12080,4.05,264
12081,4.13,1970
12083,4.07,31450
12086,4,4
12090,3.83,1576
12091,4,3
12095,4.04,5459
12096,4.01,5209
12099,4.11,174
12113,3.95,2888
12114,3.86,204
12116,4.02,5789
12117,4.11,3498
12118,3.91,618
12120,3.71,6
12122,4.11,17
12123,4.09,1924
12125,3.93,18348
12130,3.91,1515
12133,3.73,13
12135,3.94,96
12137,3.91,6558
12142,4.18,4900
12143,4.16,77
12147,4.06,5872
12148,4.06,508
12149,3.78,33
12154,3.8,5
12155,4.26,236
12157,4.1,1096
12165,4,4533
12169,3.95,336
12172,4.25,9904
12180,3.96,300
12186,3.94,322
12187,4.14,7620
12188,3.99,745
12194,3.62,21233
12195,3.89,565
12201,4.39,8969
12202,4.31,1361
12203,3.88,690
12204,4.27,33004
12210,4.31,6044
12212,4.13,249
12220,3.98,229601
12222,3.98,3242
12224,3.4,236
12225,3.29,0
12226,3.78,9
12230,3.9,1997
12233,3.9,572
12240,4.5,2
12248,4.13,275
12249,4.29,103
12250,3.99,221
12254,3.85,40
12256,4.5,4
12263,4.07,309
12268,4.32,626
12274,3.79,5789
12275,3.9,94
12279,4.28,6612
12284,4.29,1764
12287,3.84,11368
12288,3.45,11
12290,3.43,5
12292,3.55,16
12293,4.25,4
12296,3.39,579306
12297,3.39,5471
12298,3.63,2446
12299,3.39,1361
12300,3.39,107
12301,3.39,532
12302,3.39,8
12306,4.15,493
12307,4.06,1139
12315,3.98,201
12317,4.22,62
12319,4.11,3144
12321,4.02,43587
12322,4.17,786
12328,4.19,60
12335,4.01,6672
12346,4.32,0
12349,3.95,11866
12350,3.95,2
12352,3.95,2
12358,3.88,25289
12359,3.42,1468
12365,4.03,4856
12366,3.75,2653
12370,3.85,88
12372,3.9,3160
12374,3.86,12598
12378,4.02,272
12381,3.95,2857
12383,4.38,1738
12384,3.92,2885
12395,4.23,20628
12398,3.91,2040
12401,4.43,23
12408,3.83,323
12412,4.12,774
12417,3.92,545
12419,4.1,423
12424,3.79,80
12427,4.27,172
12441,3.92,859
12442,3.85,5655
12444,4.01,1679
12445,3.51,23
12446,3.67,1
12447,4.05,3922
12448,3.94,10780
12451,4.19,751
12457,3.76,17
12458,4.19,86
12461,4.12,84
12466,3.13,2258
12467,3.94,20541
12468,4.07,15185
12473,3.31,67
12474,3.66,2447
12477,4.07,3274
12478,3.93,11
12482,3.79,219
12488,3.89,729
12495,3.72,2757
12496,3.96,6166
12497,4.13,114408
12498,4.43,319
12500,3.88,4186
12502,3.79,8589
12503,3.58,711
12505,4.18,87327
12511,4.09,63
12513,3.94,1790
12517,3.86,2293
12521,3.72,2478
12522,3.43,905
12523,3.16,963
12526,4.34,550
12527,4.11,16883
12528,3.91,7086
12530,4.03,11177
12532,4.16,3071
12533,3.56,4734
12534,4.2,4046
12535,4.06,18609
12537,3.62,1518
12540,4.19,20993
12542,3.98,13718
12545,4.06,970
12546,3.81,497
12550,4.29,6720
12555,3.98,105432
12557,4,64285
12560,3.64,1767
12561,3.75,80
12564,4.21,557
12566,4.21,20
12567,4.21,9
12568,4.15,8532
12569,4.29,2026
12570,4.25,1691
12571,3.78,1312
12574,3.98,874
12576,3.9,74
12577,4.23,7003
12578,4.17,259
12580,4.37,288
12581,4.04,461
12582,3.97,84
12583,3.6,419
12586,4.06,100
12590,4.06,2605
12603,2.5,3
12607,3.65,5
12609,4.17,57049
12612,3.96,10839
12614,3.95,1894
12615,4.02,4094
12616,3.73,12
12617,4.24,12038
12618,3.95,3730
12620,3.97,1564
12622,3.87,785
12623,4.04,259
12625,4.05,629
12626,3.91,635
12627,3.99,1631
12630,3.97,1747
12631,3.77,279
12645,3.94,290
12646,3.93,80
12648,4.2,204
12649,3.62,4755
12650,4.3,481
12651,3.76,27463
12652,4.25,696
12654,3.9,1855
12657,4.3,34147
12658,4.2,64704
12661,4.17,18582
12662,4.05,4564
12663,4.18,17163
12664,3.7,2067
12665,4.23,94
12676,3.95,64
12678,3.95,28
12681,3.7,214
12682,4.21,1283
12683,4.21,13
12684,4.21,8
12686,4.13,676
12691,4.13,406585
12703,3.84,1894
12712,0,0
12722,3.89,15004
12723,4.18,100
12724,4.03,6161
12725,3.74,6383
12733,3.94,320
12738,3.87,1591
12746,3.96,74
12749,4.14,29083
12753,4.14,18
12754,4.14,1
12764,3.86,5749
12765,3.86,8
12769,3.26,69
12770,3.94,6184
12771,3.68,261
12781,3.71,41709
12783,3.71,9
12786,3.54,12412
12787,3.92,2137
12789,4.67,1
12793,3.84,67
12803,3.73,237
12804,3.73,30
12807,3.49,15
12810,3.49,0
12812,4.05,166
12817,3.93,489
12820,3.93,21
12821,4.32,9
12822,3.4,5
12823,4.29,2361
12827,3.51,3865
12828,3.6,327
12829,3.12,3511
12840,4.02,2692
12841,4.16,1890
12842,4.13,8139
12843,4.04,917
12844,4.21,2189
12845,4.15,4405
12846,4.13,2477
12847,4.11,3362
12851,4.26,107
12852,4.26,2663
12853,4.26,193
12854,4.18,2612
12855,4.41,1292
12856,4.18,405
12859,3.93,190
12873,4.22,179051
12876,3.92,508
12879,3.79,530
12880,4.23,1550
12881,3.77,3013
12882,3.77,1
12883,3.77,23
12885,3.71,4899
12896,3.5,900
12898,3.5,146272
12901,3.85,8
12905,4.1,8
12906,3.12,8
12912,3.83,871
12914,3.83,84215
12916,3.83,937
12918,3.83,296
12919,4.41,540
12920,3.83,646
12922,3.18,227
12923,3.18,15390
12930,3.91,89571
12931,3.89,13463
12932,3.89,1498
12933,3.92,188
12934,3.66,997
12935,3.72,4933
12936,3.81,127855
12937,3.68,235
12938,3.9,148902
12939,3.9,268
12941,3.9,1723
12944,3.9,206
12947,3.44,746
12948,3.44,63700
12950,3.79,6652
12951,3.8,3010
12954,3.44,609
12957,4.06,188046
12958,4.06,120
12960,4.06,1212
12961,4.06,13
12964,4.06,35
12965,4.06,68
12967,3.5,21422
12969,3.91,1420
12973,3.93,42
12975,3.98,147
12980,3.98,182
12982,3.98,190
12984,3.82,5577
12990,4,1238
12993,4.01,16
12994,3.75,363
12995,3.87,4082
12996,3.88,261813
12999,3.88,48
13002,3.88,482
13006,3.67,133575
13007,3.67,5970
13008,3.67,51
13011,3.67,48
13012,3.67,740
13018,3.88,17
13020,3.82,17063
13023,4.03,357330
13025,4.07,247
13028,4.01,133
13033,4.17,9842
13035,4.17,8
13037,3.9,5183
13039,4.19,1824
13040,4.01,512
13042,3.91,1313
13049,3.2,0
13053,3.97,35
13060,3.62,18741
13061,3.95,12300
13062,3.96,14129
13064,3.95,15036
13065,3.95,11736
13066,3.89,19653
13067,3.88,22913
13068,3.93,10705
13069,3.49,2253
13074,3.84,12108
13075,3.81,322
13076,4.45,44
13079,3.8,32582
13083,3.82,83557
13084,3.72,605
13086,4.08,1898
13100,3.84,20
13103,3.63,79714
13104,3.86,1249
13105,3.63,9450
13106,3.63,62
13107,3.84,118
13110,3.63,1280
13113,3.77,414
13116,3.77,81
13119,3.83,950
13121,3.86,2584
13122,4.03,1347
13128,4,46163
13130,3.99,40897
13131,4.03,45488
13132,4.01,60777
13133,3.83,32369
13134,3.53,17610
13136,4.03,75314
13137,4.07,259028
13138,3.24,5401
13139,4.15,101968
13140,3.96,56029
13141,3.81,10742
13142,3.98,242
13143,3.99,50669
13144,4.04,212
13145,4.1,354100
13146,3.67,9539
13147,3.82,33168
13148,3.95,290733
13149,2.86,4188
13151,3.93,35345
13152,4.08,184133
13153,4.11,57226
13155,4.01,249
13157,3.8,16263
13158,3.84,41
13161,3.66,3558
13162,3.92,41994
13164,3.89,850
13170,3.96,83
13172,3.96,2
13173,4.19,1533
13177,3.76,3746
13180,3.82,21
13194,4.07,5225
13195,3.51,60
13196,3.51,823
13199,3.78,8944
13203,4.13,633
13206,4.62,961
13211,4.42,3396
13214,4.22,326424
13215,4.4,1151
13228,3.84,146
13237,4.01,105
13238,4.14,31
13241,3.94,848
13247,3.93,29
13254,3.53,687
13257,4.06,307
13258,3.71,13150
13260,3.64,143
13269,4.19,6625
13270,3.82,11935
13275,4.11,896
13276,3.67,37
13285,3.62,24
13310,3.83,98
13314,3.85,37
13318,4.15,429
13320,4.04,43
13323,4.04,3
13329,3.71,52
13336,4.05,54
13337,3.89,1023
13342,3.89,7
13344,4.11,34
13345,4.17,1296
13347,3.88,7
13357,3.98,121
13358,4.7,1715
13360,4.34,27119
13365,4.07,1518
13368,4.17,1868
13374,3.65,17112
13375,4,37
13376,4.1,68128
13377,4.1,1338
13379,4.42,21
13382,4.56,59
13383,4.44,50
13384,4.23,1295
13388,4.19,883
13396,4.22,208
13397,3.93,3815
13398,4.01,4909
13399,3.85,10106
13413,3.89,142
13414,4.22,46
13421,4.04,199
13422,4.24,652
13423,3.56,181
13424,4.14,63
13425,3.93,303
13440,3.95,93593
13441,4.35,397
13442,3.99,470
13444,4.13,1199
13446,3.69,177
13448,3.76,96
13449,4.44,9
13451,3.91,17400
13455,3.97,3820
13460,4.15,835
13462,3.98,667
13463,3.85,309
13467,3.25,258
13469,4.11,190
13470,4.4,2288
13484,4.06,512
13485,3.15,115
13486,3.65,222
13487,4.38,264
13488,4.42,352
13489,4.42,310
13490,4.44,287
13492,3.98,120
13493,4.47,257
13494,4.42,2
13495,4.12,115
13496,4.45,1598396
13497,4.13,491147
13500,3.86,120
13501,4.13,14670
13504,4.41,113
13505,4.09,61
13506,4.11,3648
13508,3.96,398
13509,4.01,221
13514,3.99,3182
13517,4.03,373
13518,4.12,349
13519,3.7,7716
13520,4.2,1107
13521,3.47,51493
13529,3.75,47704
13530,3.84,1353
13533,4.01,5
13536,3.86,6
13538,4.44,2
13540,4.37,4
13541,4.28,4
13543,4.09,109
13544,4.27,83
13545,4.38,2
13546,4.39,86
13547,4.42,3
13548,4.41,4
13549,4.44,892
13550,4.48,882
13551,4.5,965
13552,3.91,1681
13557,4.41,465
13562,4.48,20
13568,4.28,2674
13569,4.28,5524
13570,4.12,37588
13571,4.29,2716
13573,4.29,3443
13574,4.28,5847
13575,4.27,2942
13576,4.29,3306
13577,4.28,4004
13578,4.28,3005
13579,4.31,2647
13580,4.29,3392
13583,4.28,4
13584,4.29,4
13585,4.28,5
13586,4.29,4
13587,4.27,3
13588,4.26,1116
13589,4.22,949
13590,4.11,8598
13591,4.27,986
13592,4.27,926
13593,4.1,265
13594,4.23,62
13595,4.26,9
13596,4.24,279
13597,4.26,11
13598,4.26,11
13599,4.22,9
13600,4.23,319
13601,4.24,302
13602,4.15,268
13603,4.22,8
13608,4.27,9
13609,4.2,320
13610,4.19,26
13611,4.24,9
13613,4.21,286
13614,4.26,16310
13615,4.43,163578
13616,4.39,20286
13617,4.34,18267
13618,4.43,21141
13619,4.43,23797
13620,4.39,17458
13621,4.42,16845
13623,4.22,11893
13624,3.7,2835
13625,3.64,26
13628,3.57,131
13629,4.05,8809
13630,4.09,1399
13631,4.1,888
13632,4.12,608
13633,3.92,807
13634,3.85,464
13638,4.11,23
13639,4.11,9
13640,4.11,11
13642,4,182174
13643,4,38
13647,3.87,3353
13648,3.69,6442
13649,4.32,754
13650,4.28,941
13651,4.21,60003
13653,4.1,54
13654,3.94,1210
13657,3.81,3216
13658,4.1,13485
13659,4.03,13651
13660,4.17,1252
13661,3.94,23606
13662,4.09,69119
13664,4.08,6304
13665,4.13,67
13666,4.12,20
13667,4.13,76746
13669,4.13,28
13670,3.94,123
13671,4.13,197
13672,4.13,23
13674,4.51,411
13677,4.54,153
13688,3.87,311
13697,3.97,388
13698,3.84,1520
13706,4.17,24
13719,4.21,60
13720,4.29,62
13722,3.99,389
13724,4.16,134
13727,4.34,5589
13728,4.35,6172
13729,4.28,6726
13730,4.33,6600
13731,4.35,6093
13733,4.36,5777
13735,4.36,5517
13737,4.21,2430
13739,3.99,137
13741,4.1,129
13743,4.21,125
13746,3.7,2229
13747,3.7,133643
13751,3.79,317
13752,3.85,2708
13759,4.05,7875
13762,4.09,24
13764,4.45,998
13765,4.45,980
13767,4.44,975
13769,4.43,960
13783,4.32,603
13784,4.33,552
13785,4.3,471
13786,4.38,488
13793,4.3,5
13797,4.18,601
13800,3.55,917
13806,3.93,8388
13807,3.95,9378
13809,4.02,11973
13810,4.26,57779
13811,4.02,14455
13812,4.18,69624
13813,4.19,49946
13814,4,8974
13815,4.29,22247
13816,3.95,5579
13817,4.01,17883
13819,3.7,5083
13820,3.95,334
13821,4.1,22530
13823,3.75,730
13827,3.94,8382
13828,3.71,232
13829,4.16,54179
13830,4.21,58610
13831,4.27,96683
13832,3.91,3583
13833,4.31,47519
13834,4.32,45112
13835,4.25,73749
13836,4.33,58923
13837,4.29,69728
13839,4.06,39426
13842,4.06,118
13843,4.03,2578
13853,4.21,370
13854,4.17,7605
13855,3.98,232
13856,4.23,337
13857,4.22,663
13860,3.78,345
13862,3.78,1
13867,4.18,611
13871,4.45,274
13872,3.96,46282
13873,3.96,19
13876,3.95,36
13878,3.97,18852
13879,4.01,127
13881,4.04,21311
13888,4.14,80208
13889,4.23,1101
13890,4.03,100910
13891,3.94,82029
13895,4.15,106302
13912,4.13,111633
13913,3.63,1508
13915,4.13,13
13916,4.13,42
13922,4,5531
13923,4.08,5048
13924,3.97,61
13925,4.11,16577
13927,4.33,23552
13929,4.09,24068
13930,4.1,101
13931,4.1,4040
13932,4.17,8749
13933,4.17,3
13934,4.17,112
13939,4.34,5801
13943,4.37,5359
13944,3.86,1692
13947,3.81,34
13951,3.85,83
13956,4.14,176
13965,4.23,1421
13968,3.53,72
13973,3.8,250
13979,3.95,4821
13980,4,6335
13981,3.83,7657
13982,3.97,15576
13983,3.78,6047
13985,3.89,691
13986,4.16,29552
13987,4.01,6860
13988,3.86,3002
13990,4.02,10958
13991,3.85,1176
13993,4.01,9871
13994,4.05,11789
13995,4.03,14300
13996,4.03,6915
13997,3.99,8533
13998,4.01,10577
13999,4.11,8495
14000,4.18,10629
14002,3.84,3740
14003,3.88,1029
14004,3.82,3473
14007,3.97,7905
14008,3.92,914
14009,3.97,9007
14012,3.94,4291
14013,3.78,2628
14014,4.19,18945
14016,4.07,59
14026,3.35,349
14027,3.76,5900
14028,3.68,12085
14029,3.86,4649
14030,3.78,1322
14031,4,1721
14032,3.68,3425
14033,3.85,575
14034,3.78,2168
14043,3.74,19
14045,3.8,487
14046,3.96,1004
14049,3.59,118
14050,3.96,747578
14051,3.96,540
14054,3.45,759
14055,3.45,215
14056,3.92,181
14058,3.45,519
14060,3.99,70
14063,4.19,2285
14064,4.06,55137
14069,3.9,27547
14072,3.88,162
14075,4.1,13
14081,3.83,12
14082,4.21,13066
14084,4,1898
14088,3.98,140
14089,3.96,286
14091,3.95,317
14092,4,338
14093,4.28,275
14095,4.27,854
14096,4.12,28452
14098,3.83,2496
14106,3.78,733
14107,3.78,17
14115,3.79,329
14117,4.36,3609
14131,3.68,9
14137,3.86,730
14142,4.03,35605
14143,3.48,163
14150,4.04,9038
14168,4.2,10
14169,3.97,128
14173,4.09,172
14176,3.91,365
14177,4.1,357
14179,4.01,165
14181,4.08,259
14182,4.37,1852
14183,4.28,2699
14184,4.1,881
14185,4.01,22980
14186,4.26,3082
14188,4.19,20
14190,3.63,437
14191,3.63,55
14194,3.88,266
14196,3.82,182
14201,3.82,151294
14202,3.82,308
14204,3.85,361
14212,3.85,155
14214,3.89,793
14218,3.67,795
14222,3.43,2
14227,3.46,11
14228,3.86,446
14230,4.12,427
14233,4.23,903
14235,3.91,151
14236,3.69,3108
14239,4.06,1332
14240,4.06,127
14241,3.93,50776
14242,3.98,2203
14243,3.91,1333
14244,3.91,2
14248,4.01,8738
14249,4,85440
14250,3.98,46344
14256,4.04,8973
14257,4.06,4713
14258,4.06,509
14263,4.17,77
14264,4.13,524
14265,3.59,1495
14266,3.79,426
14267,3.88,1203
14268,3.52,540
14271,4.19,832
14276,3.92,5444
14279,4.15,597
14280,3.98,15269
14281,4.29,5636
14282,3.98,618
14283,4.1,2296
14284,3.93,2688
14285,3.99,8085
14286,4.08,3916
14289,3.75,5560
14292,3.53,10
14293,3.44,123
14295,4.11,12763
14300,3.25,1807
14305,3.89,1921
14310,3.15,501
14312,3.15,11
14313,4.04,28
14318,3.98,40505
14319,4.12,1075
14320,4.27,282
14326,3.56,570
14334,3.98,2921
14336,3.92,563
14345,4.48,5673
14349,3.64,1431
14350,3.94,984
14355,4.35,10
14358,4.15,16513
14362,3.76,21392
14367,3.82,193
14375,3.88,4
14376,4.07,24345
14378,3.13,37
14383,4.3,44804
14384,4.2,54596
14385,4,118
14386,4,10409
14389,3.88,813
14393,4.06,48
14400,4,9040
14403,4.43,11021
14404,3.98,16039
14406,4.51,30
14409,0,0
14412,3.67,125
14413,3.67,117
14414,3.67,6
14423,2,2
14424,3.67,38
14427,3.59,592
14428,3.53,2681
14430,3.33,490
14433,3.65,20
14437,3.8,350
14455,3.96,374
14456,4.09,8601
14460,3.87,18076
14461,3.66,26939
14463,3.91,15845
14467,4.26,3449
14472,4.41,256
14473,4.29,2452
14475,4.14,2040
14476,4.17,3
14477,4.21,3069
14479,4.25,7678
14485,4.23,173
14487,3.77,194
14490,3.52,29
14491,4.25,703
14492,4.11,62
14495,3.79,888
14497,4.18,323601
14498,4.23,31958
14500,3.96,91
14501,4.18,1067
14503,4.18,103
14504,3.98,6360
14534,4.02,250
14535,4.02,13
14542,3.54,67
14551,4.33,9
14554,4.04,49170
14560,3.84,2414
14566,3.87,4839
14567,3.91,1536
14570,4.01,30973
14572,4.34,23391
14583,3.76,66
14591,4,5
14595,4.15,24093
14604,4,197
14605,4.22,716
14606,4.13,4518
14616,3.87,344
