bookID,title,authors,language_code
10982,Selected Short Stories,William Faulkner,eng
10983,Novels  1957-1962: The Town / The Mansion / The Reivers,William Faulkner-Noel Polk,eng
10984,Three Famous Short Novels: Spotted Horses Old Man the Bear,William Faulkner,eng
10985,The Town,William Faulkner,eng
10987,Voyager (Outlander  #3),Diana Gabaldon,eng
10988,Drums of Autumn (Outlander  #4),Diana Gabaldon,eng
10989,The Outlandish Companion: Companion to Outlander  Dragonfly in Amber  Voyager  and Drums of Autumn,Diana Gabaldon,eng
10990,Lord John and the Private Matter (Lord John Grey  #1),Diana Gabaldon,eng
10992,Cross Stitch (Outlander  #1),Diana Gabaldon,eng
10993,The Eight,Katherine Neville,eng
10996,Your Eight Year Old: Lively and Outgoing,Louise Bates Ames-Frances L. Ilg-Carol C. Haber-Betty David,eng
11000,Eight Mindful Steps to Happiness: Walking the Buddha's Path,Henepola Gunaratana,eng
11002,Eight Men Out: The Black Sox and the 1919 World Series,Eliot Asinof-Stephen Jay Gould,en-US
11003,Eleven on Top (Stephanie Plum  #11),Janet Evanovich,eng
11005,El Clan Del Oso Cavernario,Jean M. Auel-Leonor Tejada Conde-Pelayo,spa
11006,The Portable James Joyce,James Joyce-Harry Levin,eng
11012,Dubliners,James Joyce-Jeri Johnson,eng
11013,Finnegans Wake,James Joyce,eng
11016,Jane Eyre,Charlotte Brontë-Stevie Davies,eng
11019,Jane Eyre,Charlotte Brontë-Richard J. Dunn,eng
11021,Jane Eyre,Jane E. Gerver-Bill Dodge-Charlotte Brontë,eng
11022,Purity of Blood (Adventures of Captain Alatriste  #2),Arturo Pérez-Reverte-Margaret Sayers Peden,eng
11026,Barnaby Rudge,Charles Dickens-John Bowen-Hablot Knight Browne,eng
11027,No me cogeréis vivo: artículos 2001-2005,Arturo Pérez-Reverte,spa
11031,The Flanders Panel,Arturo Pérez-Reverte-Margaret Jull Costa,eng
11033,The Seville Communion,Arturo Pérez-Reverte-Sonia Soto,eng
11036,Little Birds,Anaïs Nin,eng
11037,The Diary of Anaïs Nin  Vol. 2: 1934-1939,Anaïs Nin-Gunther Stuhlmann,eng
11038,"Henry and June: From ""A Journal of Love""--The Unexpurgated Diary of Anaïs Nin (1931-1932)",Anaïs Nin,eng
11043,House of Incest,Anaïs Nin-Val Telberg,eng
11044,The Diary of Anaïs Nin  Vol. 3: 1939-1944,Anaïs Nin-Gunther Stuhlmann,eng
11045,The Spectator Bird,Wallace Stegner,eng
11047,The Big Book of Boy Stuff,Bart King-Chris Sabatino,eng
11048,The Boys of Everest: Chris Bonington and the Tragedy of Climbing's Greatest Generation,Clint Willis,eng
11062,Roald Dahl: The Storyteller (Famous Lives),Jason Hook,eng
11063,James and the Giant Peach: A Play,Richard R. George-Roald Dahl,eng
11069,Les Nouvelles Recettes irrésistibles de Roald Dahl,Roald Dahl-Quentin Blake,fre
11070,Boy: Schönes und Schreckliches aus meiner Kinderzeit,Roald Dahl,ger
11071,Relatos de lo inesperado,Roald Dahl-Carmelina Payá-Antonio Samons,spa
11075,Konfetti Ungemütliches + Ungezogenes,Roald Dahl,ger
11076,Charlie and the Great Glass Elevator (Charlie Bucket  #2),Roald Dahl,eng
11077,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,eng
11089,The Read-Aloud Handbook,Jim Trelease,en-US
11095,The Working Poor: Invisible in America,David K. Shipler,eng
11101,First Comes Love (Hot Water  California #1),Christie Ridgway,en-US
11106,Eat Right 4 Your Type,Peter J. D'Adamo-Catherine Whitney,en-US
11119,The Annotated Gulliver's Travels,Jonathan Swift-Isaac Asimov,eng
11121,Gulliver's Travels,Jonathan Swift-Robert A. Greenberg,eng
11127,The Chronicles of Narnia (Chronicles of Narnia  #1-7),C.S. Lewis-Pauline Baynes,eng
11129,The Chronicles of Narnia: Including an Essay on Writing by C.S. Lewis,C.S. Lewis-Pauline Baynes,eng
11130,The Chronicles of Narnia CD Box Set,C.S. Lewis-Kenneth Branagh,eng
11134,The Chronicles of Narnia,C.S. Lewis,eng
11136,The Chronicles of Narnia (The Chronicles of Narnia  #1-7),C.S. Lewis-Pauline Baynes,eng
11137,Mere Christianity,C.S. Lewis-Kathleen Norris,eng
11138,Mere Christianity,C.S. Lewis,eng
11144,Mere Christianity,C.S. Lewis,eng
11146,Mere Christianity,C.S. Lewis,en-US
11149,The Screwtape Letters,C.S. Lewis,eng
11154,The Screwtape Letters/Book & Study Guide,C.S. Lewis,en-US
11157,Four Mothers,Shifra Horn-Dalya Bilu,eng
11159,Four Mothers at Chautuaqua,Pansy-Isabella MacDonald Alden,eng
11161,The Trial of God: (as it was held on February 25  1649  in Shamgorod),Elie Wiesel-Robert McAfee Brown-Matthew Fox,eng
11162,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,Edward J. Larson-Brian Troxell,eng
11166,Dawn (The Night Trilogy  #2),Elie Wiesel-Frances Frenaye,eng
11167,The Forgotten,Elie Wiesel-Stephen Becker,eng
11168,Day (The Night Trilogy  #3),Elie Wiesel-Anne Borchardt,eng
11174,All Rivers Run to the Sea,Elie Wiesel,eng
11176,Father Hunger: Fathers  Daughters  and the Pursuit of Thinness,Margo Maine-Craig  Johnson,eng
11178,Father Hunger: Fathers  Daughters & Food,Margo Maine-Craig L. Johnson,eng
11184,Bold Land  Bold Love (Australian Trilogy  #1),Connie Mason,eng
11197,Leading with a Limp: Turning Your Struggles Into Strengths,Dan B. Allender,eng
11204,Something to Declare,Julia Alvarez,en-US
11206,In the Time of the Butterflies,Julia Alvarez,eng
11208,How the García Girls Lost Their Accents,Julia Alvarez,eng
11218,A Tale of a Tub and Other Satires,Jonathan Swift-Kathleen Williams,eng
11220,One Flew Over the Cuckoo's Nest,Ken Kesey-Robert Faggen,eng
11222,Kesey's One Flew Over the Cuckoo's Nest (Cliffs Notes),Bruce Edward Walker-Ken Kesey-CliffsNotes,eng
11224,One Flew Over the Cuckoo's Nest,Ken Kesey-Robert Faggen,eng
11226,One Flew over the Cuckoo's Nest,Ken Kesey,eng
11229,The Sea  The Sea,Iris Murdoch-Mary Kinzie,eng
11230,The Bell,Iris Murdoch-A.S. Byatt,eng
11231,Existentialists and Mystics: Writings on Philosophy and Literature,Iris Murdoch-George Steiner-Peter J. Conradi,eng
11234,A Fairly Honourable Defeat,Iris Murdoch-Peter Reed,eng
11235,The Unicorn,Iris Murdoch,eng
11236,A Word Child,Iris Murdoch,eng
11240,Bruno's Dream,Iris Murdoch,eng
11244,Mystical Paths (Starbridge  #5),Susan Howatch,eng
11245,Glittering Images (Starbridge  #1),Susan Howatch,eng
11247,Scandalous Risks,Susan Howatch,eng
11251,Glamorous Powers (Starbridge  #2),Susan Howatch,en-GB
11253,A Severed Head,Iris Murdoch,eng
11257,A Severed Head: A Play in Three Acts,Iris Murdoch-J.B. Priestley,eng
11262,Absolute Truths (Starbridge  #6),Susan Howatch,eng
11263,The Shrouded Walls,Susan Howatch,eng
11269,Waiting Sands,Susan Howatch,eng
11271,The Gunslinger (The Dark Tower  #1),Stephen King-George Guidall,eng
11273,The Wind-Up Bird Chronicle,Haruki Murakami-Jay Rubin,en-US
11275,The Wind-Up Bird Chronicle,Haruki Murakami-Jay Rubin,eng
11277,The Hollow Man,Dan Simmons,en-US
11278,Hardcase (Joe Kurtz  #1),Dan Simmons,en-US
11279,Summer of Night (Seasons of Horror #1),Dan Simmons,eng
11285,Vengeance (Joe Kurtz  #1),Dan Simmons,fre
11286,Carrion Comfort,Dan Simmons,eng
11289,The Rise of Endymion (Hyperion Cantos  #4),Dan Simmons,eng
11290,Children of the Night,Dan Simmons,eng
11292,Memories of a Catholic Girlhood,Mary McCarthy,eng
11295,The Group,Mary McCarthy,eng
11296,Haruki Murakami and the Music of Words,Jay Rubin,eng
11297,Norwegian Wood,Haruki Murakami-Jay Rubin,eng
11298,A Wild Sheep Chase (The Rat  #3),Haruki Murakami-Alfred Birnbaum,eng
11300,Tokio blues (Norwegian Wood),Haruki Murakami-Lourdes Porta,spa
11301,Horton Hatches the Egg,Dr. Seuss,eng
11308,Seaward,Susan Cooper,eng
11311,The Boggart,Susan Cooper-Omar Rayyan,eng
11313,Silver on the Tree,Susan Cooper,eng
11316,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,eng
11317,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,eng
11318,Trouble Is My Business,Raymond Chandler,eng
11320,The Captain's Verses,Pablo Neruda-Donald Devenish Walsh,mul
11323,Herbert the Timid Dragon,Mercer Mayer,eng
11324,Under the Net,Iris Murdoch,eng
11326,Love,Toni Morrison,eng
11333,Beloved,Toni Morrison-A.S. Byatt,eng
11334,Song of Solomon,Toni Morrison,eng
11337,The Bluest Eye,Toni Morrison,eng
11339,100 Love Sonnets,Pablo Neruda-Stephen Tapscott,eng
11340,Jazz,Toni Morrison,eng
11341,Jazz,Toni Morrison,eng
11345,Jazz,Toni Morrison,en-GB
11346,Sula,Toni Morrison,eng
11347,Sula,Toni Morrison,eng
11348,The Bluest Eye; Sula ; Song Of Solomon,Toni Morrison,eng
11349,Sula,Toni Morrison,eng
11350,Sula,Toni Morrison-Mireia Bofill,spa
11352,Sula,Toni Morrison,eng
11355,Tar baby,Toni Morrison,fre
11359,Tar Baby,Toni Morrison,eng
11364,Pacific Northwest Hiking: The Complete Guide to More Than 1 000 of the Best Hikes in Washington and Oregon (Foghorn Outdoors),Scott Leonard-Megan McMorris,eng
11366,The Guns of August,Barbara W. Tuchman-Robert K. Massie,eng
11368,The Guns of August,Barbara W. Tuchman,eng
11371,It Can't Happen Here,Sinclair Lewis-Michael R.  Meyer,eng
11372,Babbitt,Sinclair Lewis,en-US
11373,Main Street,Sinclair Lewis-Brooke Allen,en-US
11374,Main Street / Babbitt,Sinclair Lewis-John Hersey,eng
11376,Main Street,Sinclair Lewis,eng
11377,Arrowsmith / Elmer Gantry / Dodsworth,Sinclair Lewis-Richard R. Lingeman,en-US
11378,Elmer Gantry,Sinclair Lewis,fre
11380,Die Geisha,Arthur Golden,ger
11383,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,eng
11389,Arrowsmith,Sinclair Lewis-E.L. Doctorow,eng
11390,Something Wicked This Way Comes,Ray Bradbury,eng
11399,Living on the Ragged Edge: Finding Joy in a World Gone Mad: Workbook,Charles R. Swindoll,en-US
11406,A Door of Hope,Jan Frank,eng
11413,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge-Stasi Eldredge,en-US
11422,Redeeming Love,Francine Rivers,eng
11426,Family (Firstborn  #4),Karen Kingsbury,eng
11427,Found (Firstborn  #3),Karen Kingsbury,eng
11428,Forever (Firstborn  #5),Karen Kingsbury,eng
11429,Ever After (Lost Love  #2),Karen Kingsbury,eng
11430,Return (Redemption  #3),Karen Kingsbury-Gary Smalley,eng
11431,The Red Gloves Collection (Red Gloves  #1-4),Karen Kingsbury,eng
11432,Reunion (Redemption  #5),Karen Kingsbury-Gary Smalley,en-US
11433,Redemption (Redemption  #1),Karen Kingsbury-Gary Smalley,eng
11434,Forgiven (Firstborn  #2),Karen Kingsbury,eng
11436,Rejoice (Redemption  #4),Karen Kingsbury-Gary Smalley,eng
11437,Where I'm Calling From: New and Selected Stories,Raymond Carver,eng
11438,What We Talk About When We Talk About Love,Raymond Carver,eng
11441,Short Cuts: Selected Stories,Raymond Carver-Robert Altman,eng
11446,Will You Please Be Quiet  Please?,Raymond Carver,eng
11449,Cathedral,Raymond Carver,eng
11453,Elephant and Other Stories,Raymond Carver,eng
11458,Geheimnisse und Lügen,Tim O'Brien,ger
11463,In Pharaoh's Army: Memories of the Lost War,Tobias Wolff-Luann Walther,eng
11464,Old School,Tobias Wolff,eng
11466,This Boy's Life,Tobias Wolff,eng
11468,The Vintage Book of Contemporary American Short Stories,Tobias Wolff,eng
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,eng
11473,The Paris Review Interviews  I: 16 Celebrated Interviews,The Paris Review-Philip Gourevitch-Rebecca West-Elizabeth Bishop-Robert  Stone-Robert Gottlieb-Richard Price-Billy Wilder-Jack Gilbert-Joan Didion-Dorothy Parker-Truman Capote-Ernest Hemingway-T.S. Eliot-Saul Bellow-Jorge Luis Borges-Kurt Vonnegut-James M. Cain,eng
11478,The Living and the Dead: Robert McNamara and Five Lives of a Lost War,Paul Hendrickson,eng
11481,Sons of Mississippi: A Story of Race and Its Legacy,Paul Hendrickson,eng
11482,Looking for the Light: The Hidden Life and Art of Marion Post Wolcott,Paul Hendrickson-Marion Post Wolcott,eng
11486,The Color Purple,Alice Walker,eng
11492,Bright Purple: Color Me Confused (TrueColors  #10),Melody Carlson,eng
11494,Humboldt's Gift,Saul Bellow,eng
11499,The Promise,Chaim Potok,eng
11502,The Gift of Asher Lev,Chaim Potok,eng
11503,In the Beginning,Chaim Potok,eng
11507,My Name Is Asher Lev,Chaim Potok,eng
11511,L'Échiquier du mal,Dan Simmons,fre
11512,Un verano tenebroso (Seasons of Horror  #1),Dan Simmons,spa
11514,L'Éveil d'Endymion II,Dan Simmons,fre
11516,Les Larmes d'Icare,Dan Simmons-Jean-Daniel Brèque,fre
11518,L'Épée de Darwin,Dan Simmons-Guy Abadia,fre
11519,Les Fils des ténèbres,Dan Simmons,fre
11520,Endymion: Pforten der Zeit,Dan Simmons,ger
11522,Carrion Comfort,Dan Simmons,en-GB
11523,Los vampiros de la mente,Dan Simmons,spa
11524,The Second Omni Book of Science Fiction,Ellen Datlow,eng
11525,1 000 Places to See Before You Die,Patricia Schultz,eng
11532,Night Visions 5,Douglas E. Winter-Stephen King-Dan Simmons-George R.R. Martin,eng
11535,The Crook Factory,Dan Simmons,eng
11538,Ilium,Dan Simmons,eng
11541,Swan Song,Robert R. McCammon,eng
11547,Evil Unveiled (Speaks The Nightbird #2),Robert R. McCammon,eng
11548,Mine,Robert R. McCammon,en-GB
11549,Gone South,Robert R. McCammon,eng
11550,Usher's Passing,Robert R. McCammon,eng
11551,The Wolf's Hour,Robert R. McCammon,eng
11552,Mystery Walk,Robert R. McCammon,eng
11553,Boy's Life,Robert R. McCammon,eng
11555,Blue World,Robert R. McCammon,eng
11556,Stinger,Robert R. McCammon,en-US
11557,Swan Song,Robert R. McCammon,eng
11558,They Thirst,Robert R. McCammon,eng
11559,Bethany's Sin,Robert R. McCammon,eng
11560,Baal,Robert R. McCammon,eng
11563,Danse Macabre,Stephen King,eng
11565,The Secretary of Dreams  Volume One,Stephen King-Glenn Chadbourne,eng
11566,The Green Mile,Stephen King,eng
11567,Skeleton Crew,Stephen King,eng
11570,Dreamcatcher,Stephen King-William Olivier Desmond-Maria Teresa Marenco,fre
11571,Storm of the Century: An Original Screenplay,Stephen King,en-US
11573,The Dead Zone,Stephen King,eng
11574,The Body,Stephen King-Robin Waterfield,eng
11577,Jessie (Ldp Litt.Fantas),Stephen King-Mimi Perrin-Isabelle Perrin,fre
11580,Creepshow,Stephen King-Bernie Wrightson-Michele Wrightson,eng
11584,On Writing: A Memoir,Stephen King,eng
11588,The Shining (The Shining  #1),Stephen King,eng
11590,'Salem's Lot,Stephen King,eng
11594,La Torre Oscura VII - Tomo 2 of 2 (La Torre Oscura  #7),Stephen King-Verónica Canales,spa
11596,Secret Windows: Essays and Fiction on the Craft of Writing,Stephen King,eng
11597,The Dark Half,Stephen King,eng
11598,Cujo,Stephen King,eng
11599,The Dead Zone/Cujo,Stephen King,eng
11601,The Science of Stephen King: From 'Carrie' to 'Cell ' The Terrifying Truth Behind the Horror Master's Fiction,Lois H. Gresh-Robert E. Weinberg,eng
11602,Hearts in Atlantis,Stephen King,eng
11604,The Girl Who Loved Tom Gordon,Stephen King,eng
11605,Riding the Bullet,Stephen King-Josh Hamilton,eng
11606,The Bachman Books: Four Early Novels by Stephen King,Stephen King-Richard Bachman,eng
11607,The Running Man,Richard Bachman-Stephen King,eng
11608,El umbral de la noche,Stephen King-Gregorio Vlastelica-Eduardo Goligorsky,spa
11611,Stand by Me,Raynold Gideon,eng
11613,La danza de la muerte,Stephen King-Eduardo Goligorsky,spa
11616,The Gardens of Emily Dickinson,Judith Farr-Louise Carter,eng
11617,The Life of Emily Dickinson,Richard B. Sewall,eng
11619,The Poems of Emily Dickinson,Emily Dickinson-R.W. Franklin,eng
11621,Selected Poetry of Emily Dickinson,Emily Dickinson,eng
11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath-Karen V. Kukil,eng
11625,Ariel: The Restored Edition,Sylvia Plath-Frieda Hughes,eng
11627,The Colossus and Other Poems,Sylvia Plath,eng
11630,Rough Magic: A Biography of Sylvia Plath,Paul Alexander,eng
11635,The Death and Life of Sylvia Plath,Ronald Hayman,eng
11636,Collected Children's Stories,Sylvia Plath,eng
11643,Te Kaihau: The Windeater,Keri Hulme,eng
11648,Everyman,Philip Roth,en-US
11650,American Pastoral (The American Trilogy  #1),Philip Roth,eng
11653,I Married a Communist (The American Trilogy  #2),Philip Roth,eng
11654,Sabbath's Theater,Philip Roth,eng
11655,The Counterlife,Philip Roth,eng
11656,Rabbit Angstrom: The Four Novels,John Updike,eng
11657,Terrorist,John Updike,eng
11663,Rabbit Novels: Rabbit  Run and Rabbit Redux,John Updike,eng
11664,Brazil,John Updike,eng
11665,Conversations with John Updike,James Plath,eng
11666,Rabbit at Rest (Rabbit Angstrom #4),John Updike,eng
11668,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach-Richard Hefter,eng
11669,The Mambo Kings Play Songs of Love,Oscar Hijuelos,en-US
11670,Mr. Ives' Christmas,Oscar Hijuelos,eng
11672,The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,eng
11684,The Known World,Edward P. Jones,eng
11686,The Stories of John Cheever,John Cheever,eng
11690,Istanbul: Memories and the City,Orhan Pamuk,eng
11691,Snow,Orhan Pamuk-Maureen Freely,eng
11692,The Black Book,Orhan Pamuk-Maureen Freely,eng
11693,The White Castle,Orhan Pamuk-Victoria Rowe Holbrook,eng
11694,The New Life,Orhan Pamuk-Güneli Gün,eng
11695,La Vida Nueva,Orhan Pamuk-Rafael Carpintero,spa
11698,Me llamo rojo,Orhan Pamuk-Rafael Carpintero,spa
11701,The Collected Poems  1957-1987,Octavio Paz-Eliot Weinberger-Elizabeth Bishop,eng
11702,The Labyrinth of Solitude and Other Writings,Octavio Paz-Lysander Kemp-Yara Milos,eng
11704,Sor Juana: Or  the Traps of Faith,Octavio Paz-Margaret Sayers Peden,eng
11705,Selected Poems,Octavio Paz-Eliot Weinberger-Charles Tomlinson-William Carlos Williams-Monique Fong Wust-G. Aroul-Elizabeth Bishop-Paul Blackburn-Lysander Kemp-Denise Levertov-Muriel Rukeyser-Mark Strand,eng
11707,The Double Flame: Love and Eroticism,Octavio Paz-Helen Lane,eng
11711,Vernon God Little,D.B.C. Pierre,eng
11715,The English Patient: A Screenplay (Screen and Cinema),Anthony Minghella-Michael Ondaatje,eng
11718,Possession,A.S. Byatt-Jean-Louis Chevalier,fre
11723,Angels & Insects,A.S. Byatt,eng
11728,The Blue Flower,Penelope Fitzgerald,eng
11729,The Bookshop  The Gate of Angels  The Blue Flower,Penelope Fitzgerald-Frank Kermode,en-US
11734,The Human Stain (The American Trilogy  #3),Philip Roth,eng
11741,Housekeeping,Marilynne Robinson,eng
11751,All Aunt Hagar's Children: Stories,Edward P. Jones,en-US
11752,Lost in the City,Edward P. Jones,eng
11758,El mundo según Garp,John Irving-Iris Menéndez,spa
11761,Underworld,Don DeLillo,eng
11762,White Noise,Don DeLillo,eng
11763,Libra,Don DeLillo,eng
11764,End Zone,Don DeLillo,eng
11765,Americana,Don DeLillo,eng
11766,Love-Lies-Bleeding,Don DeLillo,eng
11767,The Body Artist,Don DeLillo,eng
11768,The Hotel New Hampshire,John Irving,eng
11769,The Hotel New Hampshire,John Irving,eng
11770,The Hotel New Hampshire,John Irving,eng
11771,Das Hotel New Hampshire,John Irving-Hans Hermann,ger
11772,El Hotel New Hampshire,John Irving-Iris Menéndez,spa
11777,Black Girl/White Girl,Joyce Carol Oates,eng
11779,Them (Wonderland Quartet  #3),Joyce Carol Oates-Elaine Showalter,eng
11780,You Must Remember This,Joyce Carol Oates,eng
11781,Wonderland (Wonderland Quartet  #4),Joyce Carol Oates-Elaine Showalter,eng
11782,Missing Mom,Joyce Carol Oates,eng
11783,Rape: A Love Story,Joyce Carol Oates,eng
11784,After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,eng
11785,Zombie,Joyce Carol Oates,eng
11796,Sabbath's Theater,Philip Roth,eng
11797,El teatro de Sabbath,Philip Roth-Jordi Fibla,spa
11798,Sabbaths Theater,Philip Roth,ger
11801,The Stone Diaries,Carol Shields,en-US
11809,Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood,eng
11824,The Whipping Boy,Sid Fleischman-Peter Sís,eng
11831,Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt,eng
11837,A Wrinkle in Time (Time Series  #1),Madeleine L'Engle,en-US
11838,Swiftly Tilting Planet,Madeleine L'Engle,eng
11843,Many Waters (Time  #4),Madeleine L'Engle,en-US
11854,Puzzle Pack: The Witch of Blackbird Pond,Mary B. Collins,eng
11861,City on the Seine: Paris in the Time of Richelieu and Louis XIV  1614-1715,Andrew P. Trout,eng
11862,Teach Them Diligently: How to Use the Scriptures in Child Training,Lou Priolo,eng
11873,The Confessions of Nat Turner,William Styron,eng
11876,Set This House On Fire,William Styron,eng
11878,Darkness Visible: A Memoir of Madness,William Styron,eng
11880,A Book of Blue Flowers,Robert L. Geneve,eng
11886,Falconer,John Cheever,eng
11890,The Wapshot Chronicle,John Cheever-Rick Moody,eng
11891,Collected Stories,John Cheever-Hanif Kureishi,eng
11896,Solomon's Song,Bryce Courtenay,eng
11899,The Hours,Michael Cunningham,eng
11900,72 Hour Hold,Bebe Moore Campbell,eng
11901,The Witching Hour (Lives of the Mayfair Witches  #1),Anne Rice,eng
11903,The Eleventh Hour,Graeme Base,eng
11907,The Victim,Saul Bellow,en-US
11908,The Adventures of Augie March,Saul Bellow-Christopher Hitchens,eng
11910,Mr. Sammler's Planet,Saul Bellow-Stanley Crouch,eng
11912,Novels 1956–1964: Seize the Day / Henderson the Rain King / Herzog,Saul Bellow-James  Wood,eng
11915,Broken (Women of the Otherworld  #6),Kelley Armstrong,eng
11916,No Humans Involved (Women of the Otherworld  #7),Kelley Armstrong,eng
11917,Exit Strategy (Nadia Stafford #1),Kelley Armstrong,eng
11918,Bitten (Women of the Otherworld  #1),Kelley Armstrong,eng
11919,Haunted (Women of the Otherworld  #5),Kelley Armstrong,eng
11920,Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong,eng
11921,Industrial Magic (Women of the Otherworld #4),Kelley Armstrong,eng
11922,Stolen (Women of the Otherworld  #2),Kelley Armstrong,eng
11926,Moderato cantabile,Marguerite Duras,fre
11932,The Line Between,Peter S. Beagle,eng
11933,Tamsin,Peter S. Beagle,eng
11934,The Fantasy Worlds of Peter Beagle,Peter S. Beagle,eng
11937,I'm Afraid You've Got Dragons,Peter S. Beagle,eng
11938,The Innkeeper's Song,Peter S. Beagle,eng
11949,Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb,eng
11963,Les petits chevaux de Tarquinia,Marguerite Duras,fre
11970,The Humanoids (Humanoids #1),Jack Williamson,eng
11972,Darker Than You Think,Jack Williamson-David G. Klein-Douglas E. Winter,eng
11978,Terraforming Earth,Jack Williamson,eng
11980,Les jeux sont faits,Jean-Paul Sartre,fre
11988,The Plague  The Fall  Exile and the Kingdom  and Selected Essays,Albert Camus-Stuart Gilbert-Justin O'Brien-David Bellos,eng
11990,The Rebel,Albert Camus-Anthony Bower-Herbert Read,eng
11991,The Fall,Albert Camus-Justin O'Brien,eng
11993,Camus at Combat: Writing 1944-1947,Albert Camus-Jacqueline Levi-Valensi-Arthur Goldhammer-David Carroll,fre
11994,L'Étranger,Albert Camus,fre
11995,Resistance  Rebellion and Death: Essays,Albert Camus-Justin O'Brien,en-US
11996,I Who Have Never Known Men,Jacqueline Harpman-Ros Schwartz,eng
11999,The Killer Inside Me,Jim Thompson,eng
12000,Crime Novels: American Noir of the 1950s,Robert Polito-Jim Thompson-Patricia Highsmith-Charles Willeford-David Goodis-Chester Himes,eng
12001,Raise High the Roof Beam  Carpenters and Seymour: an Introduction,J.D. Salinger,eng
12005,The Wasp Factory,Iain Banks,en-GB
12006,Dead Air,Iain Banks,en-US
12007,Use of Weapons,Iain M. Banks,eng
12009,The Algebraist,Iain M. Banks-Juan José Llanos Collado,eng
12012,The Player of Games (Culture  #2),Iain M. Banks,en-GB
12013,Excession (Culture  #5),Iain M. Banks,eng
12014,Complicity,Iain Banks,eng
12016,Look to Windward (Culture  #7),Iain M. Banks,eng
12017,Inversions (Culture  #6),Iain M. Banks,eng
12018,Exzession (Culture  #5),Iain M. Banks-Irene Bonhorst,ger
12019,Iain Banks' 'The Wasp Factory'  'The Crow Road' and 'Whit',Alan MacGillivray,eng
12022,A Song Of Stone,Iain Banks,eng
12024,Twilight (Twilight  #1),Stephenie Meyer,eng
12034,Selected Poems,Herman Melville-Robert Faggen,eng
12036,The Confidence-Man,Herman Melville-Tony Tanner-John Dugdale,eng
12043,The Italian Girl (Ackroyd and Thackeray #5),Patricia Hall,eng
12045,An Unofficial Rose,Iris Murdoch,en-US
12047,Days: A Tangier Diary,Paul Bowles,eng
12048,The Sheltering Sky / Let It Come Down / The Spider's House,Paul Bowles-Daniel Halpern,eng
12049,The Spider's House,Paul Bowles-Francine Prose,eng
12050,A Hundred Camels in the Courtyard,Paul Bowles,eng
12052,Collected Stories and Later Writings,Paul Bowles-Daniel Halpern,en-US
12053,The Sheltering Sky,Paul Bowles,eng
12055,Points in Time,Paul Bowles,eng
12059,The Accidental Bodyguard (Accidental  #2),Ann Major,eng
12066,The Nice and the Good,Iris Murdoch,eng
12067,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett-Neil Gaiman,eng
12069,No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,Paul Coughlin-Laura Schlessinger,eng
12070,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett-Neil Gaiman,eng
12071,Buenos Presagios: las buenas y ajustadas profecías de Agnes La Chalada,Terry Pratchett-Neil Gaiman,spa
12073,Philosophical Investigations,Ludwig Wittgenstein-G.E.M. Anscombe,eng
12074,Wittgenstein's Poker: The Story of a Ten-Minute Argument Between Two Great Philosophers,David Edmonds-John Eidinow,eng
12075,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,eng
12076,Philosophical Investigations,Ludwig Wittgenstein-G.E.M. Anscombe,eng
12077,On Certainty,Ludwig Wittgenstein-G.E.M. Anscombe-George Henrik von Wright,en-US
12078,Wittgenstein on Rules and Private Language: An Elementary Exposition,Saul A. Kripke,eng
12079,Ludwig Wittgenstein: The Duty of Genius,Ray Monk,eng
12080,Wittgenstein's Vienna,Allan Janik-Stephen Toulmin,eng
12081,The Blue and Brown Books,Ludwig Wittgenstein-Rush Rhees,en-US
12083,Long Day's Journey into Night,Eugene O'Neill-Harold Bloom,eng
12086,Long Day's Journey: The Steamboat & Stagecoach Era in the Northern West,Carlos A. Schwantes,eng
12090,En attendant Godot,Samuel Beckett,fre
12091,The Coming of Godot: A Short History of a Masterpiece,Jonathan Croall-Peter Hall,en-GB
12095,The Bald Soprano and Other Plays,Eugène Ionesco-Donald M. Allen,eng
12096,Rhinoceros / The Chairs / The Lesson,Eugène Ionesco-Derek Prouse-Donald   Watson,eng
12099,Three Plays: Exit the King / The Killer / Macbett,Eugène Ionesco-Charles Marowitz-Donald   Watson,eng
